,flip-class,premID,premise,hypoID,hypothesis,orig-hypothesis,lab_count,maj_count,mask-type,model-label,response,model-wrong,orig-label
546,Certain-Flip,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,39521.0,We will try and get donations in certain locations.,We do not try and get donations in certain locations.,2.0,3.0,data-slices,neutral,entailment,True,entailment
547,Uncertain-Flip,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,39524.0,We always try and get donations in certain locations.,We do not try and get donations in certain locations.,1.0,3.0,data-slices,neutral,neutral,False,entailment
548,Uncertain-Flip,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,39525.0,We do try and get donations in certain locations.,We do not try and get donations in certain locations.,2.0,3.0,data-slices,neutral,entailment,True,entailment
549,Certain-Flip,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,40471.0,The pirates were at port every night to patrol the ocean.,The pirates were at port and chose not to patrol the ocean.,1.0,3.0,data-slices,neutral,neutral,False,contradiction
550,Uncertain-Same,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,40472.0,The pirates were at port and chose to patrol the ocean.,The pirates were at port and chose not to patrol the ocean.,1.0,3.0,data-slices,contradiction,neutral,True,contradiction
551,Uncertain-Same,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,40475.0,The pirates were at port and were paid to patrol the ocean.,The pirates were at port and chose not to patrol the ocean.,1.0,3.0,data-slices,contradiction,neutral,True,contradiction
552,Uncertain-Flip,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,40476.0,The pirates were at port and would patrol the ocean.,The pirates were at port and chose not to patrol the ocean.,2.0,3.0,data-slices,neutral,neutral,False,contradiction
553,Uncertain-Same,80219.0,"It would be more likely to be a bit after four, not before it.""",43208.0,It would probably be after four o'clock or a minute before that.,"It would probably be after four o'clock, not a minute before that.",2.0,3.0,data-slices,entailment,contradiction,True,entailment
554,Uncertain-Flip,80219.0,"It would be more likely to be a bit after four, not before it.""",43211.0,"It would probably be after four o'clock, maybe a minute before that.","It would probably be after four o'clock, not a minute before that.",2.0,3.0,data-slices,neutral,contradiction,True,entailment
555,Certain-Same,80219.0,"It would be more likely to be a bit after four, not before it.""",43218.0,"It would probably be after four o'clock, not a minute ago.","It would probably be after four o'clock, not a minute before that.",2.0,3.0,data-slices,entailment,entailment,False,entailment
556,Uncertain-Same,80219.0,"It would be more likely to be a bit after four, not before it.""",43222.0,It would probably be after four o'clock and a minute before that.,"It would probably be after four o'clock, not a minute before that.",2.0,3.0,data-slices,entailment,contradiction,True,entailment
557,Certain-Same,80496.0,"Sergeant. Drew corrected automatically and then asked:""How did you know I'd been in the army?"" ",43366.0,Sgt. Drew clarified that he had not been in the army.,Sgt. Drew clarified that he had never been in the army.,1.0,3.0,data-slices,contradiction,contradiction,False,contradiction
558,Uncertain-Same,80496.0,"Sergeant. Drew corrected automatically and then asked:""How did you know I'd been in the army?"" ",43367.0,Sgt. Drew clarified that he had always been in the army.,Sgt. Drew clarified that he had never been in the army.,2.0,3.0,data-slices,contradiction,contradiction,False,contradiction
559,Uncertain-Same,80496.0,"Sergeant. Drew corrected automatically and then asked:""How did you know I'd been in the army?"" ",43368.0,Sgt. Drew clarified that he was no longer in the army.,Sgt. Drew clarified that he had never been in the army.,1.0,3.0,data-slices,contradiction,neutral,True,contradiction
560,Uncertain-Flip,83328.0,The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.,44973.0,The Edinburgh International Festival was founded in.,The Edinburgh International Festival was founded in the past decade.,2.0,3.0,data-slices,entailment,neutral,True,contradiction
561,Uncertain-Flip,83328.0,The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.,44975.0,The Edinburgh International Festival was founded in the 1940s and has been held every decade.,The Edinburgh International Festival was founded in the past decade.,1.0,3.0,data-slices,entailment,neutral,True,contradiction
562,Uncertain-Same,83328.0,The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.,44976.0,The Edinburgh International Festival was founded in the.label: neutral.,The Edinburgh International Festival was founded in the past decade.,2.0,3.0,data-slices,contradiction,neutral,True,contradiction
563,Certain-Flip,83328.0,The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.,44978.0,The Edinburgh International Festival was founded in the year 1947.,The Edinburgh International Festival was founded in the past decade.,2.0,3.0,data-slices,entailment,entailment,False,contradiction
564,Uncertain-Flip,85671.0,oh do they probably the more you pay though the better the machine you have,46343.0,The better machines cost less money because they're designed better.,The better machines cost more money because they're designed better.,2.0,3.0,data-slices,contradiction,contradiction,False,neutral
565,Certain-Same,85671.0,oh do they probably the more you pay though the better the machine you have,46350.0,The good machines cost more money because they're designed better.,The better machines cost more money because they're designed better.,2.0,3.0,data-slices,neutral,neutral,False,neutral
566,Uncertain-Same,85671.0,oh do they probably the more you pay though the better the machine you have,46354.0,The better machines cost more money because they're better.,The better machines cost more money because they're designed better.,2.0,3.0,data-slices,neutral,entailment,True,neutral
567,Uncertain-Flip,85671.0,oh do they probably the more you pay though the better the machine you have,46357.0,The better machines cost less because they're designed better.,The better machines cost more money because they're designed better.,2.0,3.0,data-slices,contradiction,contradiction,False,neutral
568,Certain-Same,87090.0,The names of the companies are confidential and were not known to the researchers.,47111.0,The researchers knew the names of the companies involved.,The researchers knew the names of all of the companies involved.,1.0,3.0,data-slices,contradiction,contradiction,False,contradiction
569,Uncertain-Flip,87090.0,The names of the companies are confidential and were not known to the researchers.,47113.0,The researchers knew the names of none of the companies involved.,The researchers knew the names of all of the companies involved.,1.0,3.0,data-slices,entailment,entailment,False,contradiction
570,Uncertain-Same,87090.0,The names of the companies are confidential and were not known to the researchers.,47115.0,The researchers knew the names but not the details of the companies involved.,The researchers knew the names of all of the companies involved.,1.0,3.0,data-slices,contradiction,contradiction,False,contradiction
571,Uncertain-Same,87090.0,The names of the companies are confidential and were not known to the researchers.,47116.0,The researchers knew the names of most of the companies involved.,The researchers knew the names of all of the companies involved.,2.0,3.0,data-slices,contradiction,contradiction,False,contradiction
